model,loop,scale,dloc,concurrence
SSH,CL,0.24,0.04799539213270859,0.04544003404230479
SSH,CL,0.25,0.049994791829424665,0.0473318192168893
SSH,CL,0.26,0.051994141531353094,0.04922341997216662
SSH,CL,0.27,0.05399343923914434,0.05111482125171849
SSH,CL,0.28,0.05599268295350078,0.053006015214975784
SSH,CL,0.29,0.057991870675178955,0.054897004603486836
SSH,CL,0.3,0.059991000404991335,0.056787774481068434
SSH,CL,0.31,0.06199007014380825,0.058678311753864426
SSH,CL,0.32,0.06398907789256021,0.0605686141882421
SSH,CL,0.33,0.06598802165223963,0.06245867955160816
SSH,CL,0.34,0.0679868994239029,0.06434848640247942
SSH,CL,0.35000000000000003,0.06998570920867238,0.06623804636084749
SSH,CL,0.36,0.0719844490077385,0.06812733442800534
SSH,CL,0.37,0.07398311682236162,0.07001635013590357
SSH,CL,0.38,0.07598171065387406,0.07190508546765291
SSH,CL,0.39,0.07798022850368219,0.07379353468045143
SSH,CL,0.4,0.07997866837326835,0.07568169243314947
SSH,CL,0.41000000000000003,0.08197702826419274,0.07756953819687314
SSH,CL,0.42,0.08397530617809569,0.07945708753311348
SSH,CL,0.43,0.08597350011669952,0.08134430737817092
SSH,CL,0.44,0.08797160808181038,0.08323120624916874
SSH,CL,0.45,0.0899696280753205,0.08511777282701763
SSH,CL,0.46,0.09196755809920999,0.08700399684957451
SSH,CL,0.47000000000000003,0.09396539615554911,0.08888987286370405
SSH,CL,0.48,0.0959631402464998,0.09077539475464029
SSH,CL,0.49,0.09796078837431836,0.09266055537058995
SSH,CL,0.5,0.0999583385413567,0.09454534283258824
SSH,CL,0.51,0.1019557887500648,0.09642974308040186
SSH,CL,0.52,0.1039531370029926,0.09831376990395217
SSH,CL,0.53,0.1059503813027921,0.1001974059821155
SSH,CL,0.54,0.10794751965221912,0.10208063484236304
SSH,CL,0.55,0.1099445500541355,0.10396345669453187
SSH,CL,0.56,0.11194147051151095,0.10584585874711461
SSH,CL,0.5700000000000001,0.11393827902742527,0.10772784306461675
SSH,CL,0.58,0.11593497360506995,0.1096093898168062
SSH,CL,0.59,0.11793155224775084,0.11149050653538493
SSH,CL,0.6,0.11992801295888922,0.11337117429744244
SSH,CL,0.61,0.12192435374202462,0.11525138746035794
SSH,CL,0.62,0.12392057260081647,0.11713113961787763
SSH,CL,0.63,0.12591666753904607,0.11901041818956253
SSH,CL,0.64,0.12791263656061858,0.12088922289919095
SSH,CL,0.65,0.12990847766956526,0.12276755487739865
SSH,CL,0.66,0.13190418887004493,0.12464538784216342
SSH,CL,0.67,0.13389976816634686,0.12652272222554337
SSH,CL,0.68,0.13589521356289178,0.128399549589106
SSH,CL,0.6900000000000001,0.13789052306423444,0.1302758638024366
SSH,CL,0.7000000000000001,0.13988569467506554,0.13215165880417293
SSH,CL,0.71,0.14188072640021357,0.13402692174911304
SSH,CL,0.72,0.143875616244647,0.13590165266642162
SSH,CL,0.73,0.14587036221347632,0.1377758347642398
SSH,CL,0.74,0.14786496231195545,0.13964947028222108
SSH,CL,0.75,0.14985941454548474,0.14152253952458665
SSH,CL,0.76,0.15185371691961183,0.14339505501620947
SSH,CL,0.77,0.1538478674400347,0.14526698367519725
SSH,CL,0.78,0.15584186411260298,0.147138339097954
SSH,CL,0.79,0.15783570494332,0.14900911416658577
SSH,CL,0.8,0.15982938793834545,0.1508792802221734
SSH,CL,0.81,0.16182291110399613,0.15274885113523926
SSH,CL,0.8200000000000001,0.1638162724467493,0.15461780490634242
SSH,CL,0.8300000000000001,0.1658094699732435,0.15648613651411977
SSH,CL,0.84,0.16780250169028163,0.15835385544080186
SSH,CL,0.85,0.16979536560483205,0.16022092360989257
SSH,CL,0.86,0.17178805972403105,0.16208736942607532
SSH,CL,0.87,0.17378058205518468,0.16395315712721004
SSH,CL,0.88,0.1757729306057706,0.16581828238726953
SSH,CL,0.89,0.17776510338344062,0.16768275460334317
SSH,CL,0.9,0.17975709839602208,0.16954655757880255
SSH,CL,0.91,0.18174891365152013,0.17140967907129703
SSH,CL,0.92,0.18374054715811974,0.1732721127851221
SSH,CL,0.93,0.1857319969241874,0.17513385016652586
SSH,CL,0.9400000000000001,0.18772326095827366,0.17699489934565718
SSH,CL,0.9500000000000001,0.18971433726911457,0.17885523276944054
SSH,CL,0.96,0.19170522386563416,0.18071484378448024
SSH,CL,0.97,0.19369591875694567,0.1825737396212787
SSH,CL,0.98,0.19568641995235467,0.18443190384548672
SSH,CL,0.99,0.19767672546136003,0.18628933788744004
SSH,CL,1.0,0.19966683329365634,0.1881460160896862
SSH,CR,0.0,0.0,1.4196960477961724e-20
SSH,CR,0.01,0.001999999666666684,0.0018940600231750438
SSH,CR,0.02,0.0039999973333338665,0.0037881133024734418
SSH,CR,0.03,0.00599999100000405,0.005682142314328804
SSH,CR,0.04,0.007999978666683732,0.0075761657875650455
SSH,CR,0.05,0.009999958333385421,0.009470151569291861
SSH,CR,0.06,0.011999928000129601,0.011364094981999131
SSH,CR,0.07,0.013999885666946784,0.01325799745619226
SSH,CR,0.08,0.01599982933387947,0.015151843442275026
SSH,CR,0.09,0.01799975700098414,0.01704563538559738
SSH,CR,0.1,0.01999966666833334,0.018939352199331218
SSH,CR,0.11,0.021999556336017516,0.020833000959531296
SSH,CR,0.12,0.023999424004147177,0.022726554907351985
SSH,CR,0.13,0.025999267672854858,0.024620030854376678
SSH,CR,0.14,0.027999085342297027,0.026513399208550396
SSH,CR,0.15,0.02999887501265618,0.028406665751759833
SSH,CR,0.16,0.03199863468414284,0.03029981501007885
SSH,CR,0.17,0.03399836235699745,0.032192843074580084
SSH,CR,0.18,0.03599805603149255,0.03408574825292124
SSH,CR,0.19,0.03799771370793464,0.03597851671221669
SSH,CR,0.2,0.03999733338666616,0.03787113294148491
SSH,CR,0.21,0.04199691306806766,0.03976360319607107
SSH,CR,0.22,0.04399645075255954,0.04165591815341821
SSH,CR,0.23,0.045995944440604376,0.04354806413195439
SSH,CR,0.24,0.0479953921327086,0.045440033279790994
SSH,CR,0.25,0.04999479182942467,0.04733182144169569
SSH,CR,0.26,0.051994141531353066,0.04922342159046043
SSH,CR,0.27,0.05399343923914431,0.051114824013343337
SSH,CR,0.28,0.05599268295350079,0.053006020845095474
SSH,CR,0.29,0.05799187067517896,0.054897002973548534
SSH,CR,0.3,0.05999100040499133,0.0567877667465929
SSH,CR,0.31,0.061990070143808265,0.058678308649234616
SSH,CR,0.32,0.06398907789256023,0.06056861559360516
SSH,CR,0.33,0.06598802165223963,0.06245867394417791
SSH,CR,0.34,0.06798689942390289,0.0643484908868194
SSH,CR,0.35000000000000003,0.0699857092086724,0.06623804152147758
SSH,CR,0.36,0.07198444900773848,0.06812733442460035
SSH,CR,0.37,0.07398311682236161,0.07001634783579042
SSH,CR,0.38,0.07598171065387403,0.07190508994070029
SSH,CR,0.39,0.07798022850368219,0.07379353875408455
SSH,CR,0.4,0.07997866837326831,0.07568168709714994
SSH,CR,0.41000000000000003,0.08197702826419273,0.07756954299821824
SSH,CR,0.42,0.08397530617809569,0.07945708421171274
SSH,CR,0.43,0.0859735001166995,0.08134430919966952
SSH,CR,0.44,0.08797160808181038,0.08323120064931278
SSH,CR,0.45,0.08996962807532048,0.08511777180111553
SSH,CR,0.46,0.09196755809921,0.08700399741222761
SSH,CR,0.47000000000000003,0.0939653961555491,0.08888986657683538
SSH,CR,0.48,0.09596314024649984,0.09077539346913896
SSH,CR,0.49,0.09796078837431835,0.09266055537058984
SSH,CR,0.5,0.09995833854135669,0.09454533840146238
SSH,CR,0.51,0.10195578875006477,0.09642975144976745
SSH,CR,0.52,0.10395313700299261,0.09831376915910982
SSH,CR,0.53,0.10595038130279212,0.10019740451772086
SSH,CR,0.54,0.1079475196522191,0.10208062944979288
SSH,CR,0.55,0.10994455005413549,0.10396344939781191
SSH,CR,0.56,0.111941470511511,0.10584584989804983
SSH,CR,0.5700000000000001,0.11393827902742526,0.10772784248007813
SSH,CR,0.58,0.11593497360506999,0.10960938837882817
SSH,CR,0.59,0.11793155224775079,0.11149049688817073
SSH,CR,0.6,0.1199280129588892,0.11337116706274625
SSH,CR,0.61,0.12192435374202462,0.11525138012496565
SSH,CR,0.62,0.12392057260081647,0.11713113280669091
SSH,CR,0.63,0.12591666753904607,0.11901042055054246
SSH,CR,0.64,0.12791263656061858,0.12088922582753141
SSH,CR,0.65,0.12990847766956523,0.12276754738321871
SSH,CR,0.66,0.13190418887004496,0.1246453835089815
SSH,CR,0.67,0.13389976816634686,0.1265227182745456
SSH,CR,0.68,0.1358952135628918,0.1283995438222996
SSH,CR,0.6900000000000001,0.13789052306423447,0.1302758590094528
SSH,CR,0.7000000000000001,0.13988569467506554,0.13215165118895134
SSH,CR,0.71,0.14188072640021357,0.13402692020917747
SSH,CR,0.72,0.14387561624464704,0.13590164775599667
SSH,CR,0.73,0.1458703622134763,0.13777583164032228
SSH,CR,0.74,0.14786496231195548,0.13964946708944723
SSH,CR,0.75,0.14985941454548474,0.14152253546527357
SSH,CR,0.76,0.15185371691961183,0.14339505269598815
SSH,CR,0.77,0.15384786744003476,0.14526698287849246
SSH,CR,0.78,0.15584186411260298,0.14713833830514234
SSH,CR,0.79,0.15783570494332008,0.14900911209534728
SSH,CR,0.8,0.15982938793834542,0.150879276474134
SSH,CR,0.81,0.16182291110399613,0.15274884326691382
SSH,CR,0.8200000000000001,0.16381627244674923,0.15461780106233192
SSH,CR,0.8300000000000001,0.16580946997324345,0.15648613976531708
SSH,CR,0.84,0.1678025016902816,0.15835385138228464
SSH,CR,0.85,0.16979536560483205,0.16022093061786072
SSH,CR,0.86,0.17178805972403097,0.1620873623160476
SSH,CR,0.87,0.17378058205518468,0.16395315685483544
SSH,CR,0.88,0.17577293060577062,0.16581828729827566
SSH,CR,0.89,0.17776510338344062,0.1676827547940847
SSH,CR,0.9,0.17975709839602208,0.16954655874506738
SSH,CR,0.91,0.18174891365152018,0.17140967570671137
SSH,CR,0.92,0.18374054715811974,0.1732721067726547
SSH,CR,0.93,0.18573199692418743,0.1751338469366262
SSH,CR,0.9400000000000001,0.18772326095827363,0.17699488917489278
SSH,CR,0.9500000000000001,0.18971433726911455,0.1788552268835391
SSH,CR,0.96,0.1917052238656341,0.18071484721411715
SSH,CR,0.97,0.1936959187569457,0.18257374116166258
SSH,CR,0.98,0.19568641995235467,0.18443190103563883
SSH,CR,0.99,0.19767672546135995,0.18628932906282988
SSH,CR,1.0,0.1996668332936564,0.18814601323508978
SSH,Cdiag,0.0,0.0,1.4196960477961724e-20
SSH,Cdiag,0.01,0.0013999998856666703,0.0013258341132629725
SSH,Cdiag,0.02,0.0027999990853334227,0.002651681988883104
SSH,Cdiag,0.03,0.004199996913000682,0.003977515431850749
SSH,Cdiag,0.04,0.0055999926826695344,0.005303329466149486
SSH,Cdiag,0.05,0.006999985708342092,0.006629153514673221
SSH,Cdiag,0.06,0.008399975304021782,0.00795495348306972
SSH,Cdiag,0.07,0.009799960783713747,0.009280755483121255
SSH,Cdiag,0.08,0.011199941461425118,0.010606522200790409
SSH,Cdiag,0.09,0.01259991665116541,0.011932273320274592
SSH,Cdiag,0.1,0.013999885666946784,0.01325800123645846
SSH,Cdiag,0.11,0.015399847822784465,0.014583698510114854
SSH,Cdiag,0.12,0.01679980243269702,0.015909366672490377
SSH,Cdiag,0.13,0.018199748810706733,0.017235007878913654
SSH,Cdiag,0.14,0.01959968627083987,0.018560618115589924
SSH,Cdiag,0.15,0.02099961412712714,0.019886179642235782
SSH,Cdiag,0.16,0.022399531693603897,0.021211719938298526
SSH,Cdiag,0.17,0.02379943828431058,0.02253720468487926
SSH,Cdiag,0.18,0.025199333213292967,0.02386265014187091
SSH,Cdiag,0.19,0.026599215794602615,0.025188050958885
SSH,Cdiag,0.2,0.02799908534229703,0.026513390923390504
SSH,Cdiag,0.21,0.029398941170440177,0.0278386966512404
SSH,Cdiag,0.22,0.03079878259310276,0.029163940420730915
SSH,Cdiag,0.23,0.032198608924362486,0.03048912093318521
SSH,Cdiag,0.24,0.03359841947830449,0.0318142454060941
SSH,Cdiag,0.25,0.03499821356902161,0.03313931366629374
SSH,Cdiag,0.26,0.03639799051061478,0.03446431440629675
SSH,Cdiag,0.27,0.03779774961719336,0.03578924250360034
SSH,Cdiag,0.28,0.03919749020287533,0.0371141027889651
SSH,Cdiag,0.29,0.040597211581787924,0.03843889549748596
SSH,Cdiag,0.3,0.041996913068067646,0.03976360551239649
SSH,Cdiag,0.31,0.0433965939758608,0.04108824492650082
SSH,Cdiag,0.32,0.04479625361932376,0.04241279445937736
SSH,Cdiag,0.33,0.046195891312623374,0.04373726493518681
SSH,Cdiag,0.34,0.047595506369937174,0.04506165251800023
SSH,Cdiag,0.35000000000000003,0.04899509810545377,0.04638594559079964
SSH,Cdiag,0.36,0.050394665833373285,0.047710149773282216
SSH,Cdiag,0.37,0.05179420886790757,0.049034262089026406
SSH,Cdiag,0.38,0.05319372652328051,0.050358283298305884
SSH,Cdiag,0.39,0.05459321811372852,0.05168220617524284
SSH,Cdiag,0.4,0.055992682953500815,0.05300601769582812
SSH,Cdiag,0.41000000000000003,0.05739212035685951,0.054329733295903064
SSH,Cdiag,0.42,0.05879152963808041,0.055653330526907206
SSH,Cdiag,0.43,0.060190910111452924,0.05697683154839367
SSH,Cdiag,0.44,0.061590261091280754,0.058300214602424884
SSH,Cdiag,0.45,0.06298958189188185,0.05962349173169628
SSH,Cdiag,0.46,0.06438887182758908,0.06094664751309629
SSH,Cdiag,0.47000000000000003,0.06578813021275037,0.062269680104526326
SSH,Cdiag,0.48,0.06718735636172919,0.06359259027643652
SSH,Cdiag,0.49,0.06858654958890481,0.06491538237230855
SSH,Cdiag,0.5,0.06998570920867242,0.06623804636084771
SSH,Cdiag,0.51,0.07138483453544392,0.06756057172989832
SSH,Cdiag,0.52,0.07278392488364795,0.06888296757052731
SSH,Cdiag,0.53,0.0741829795677302,0.07020523257874288
SSH,Cdiag,0.54,0.07558199790215403,0.07152735523717768
SSH,Cdiag,0.55,0.07698097920140035,0.07284934002656583
SSH,Cdiag,0.56,0.07837992277996837,0.07417118454314531
SSH,Cdiag,0.5700000000000001,0.07977882795237586,0.07549288534755731
SSH,Cdiag,0.58,0.08117769403315925,0.07681443386291699
SSH,Cdiag,0.59,0.08257652033687414,0.07813583478556708
SSH,Cdiag,0.6,0.08397530617809573,0.07945708753311372
SSH,Cdiag,0.61,0.08537405087141893,0.0807781752969377
SSH,Cdiag,0.62,0.08677275373145903,0.08209910385640766
SSH,Cdiag,0.63,0.08817141407285148,0.08341987709019472
SSH,Cdiag,0.64,0.08957003121025277,0.08474048590047553
SSH,Cdiag,0.65,0.09096860445834054,0.08606092418534804
SSH,Cdiag,0.66,0.09236713313181401,0.08738119480799657
SSH,Cdiag,0.67,0.09376561654539406,0.0887012959487636
SSH,Cdiag,0.68,0.09516405401382393,0.09002123193411993
SSH,Cdiag,0.6900000000000001,0.09656244485186914,0.09134097520093713
SSH,Cdiag,0.7000000000000001,0.0979607883743184,0.09266055269227065
SSH,Cdiag,0.71,0.09935908389598329,0.09397994022137406
SSH,Cdiag,0.72,0.100757330731699,0.0952991467605299
SSH,Cdiag,0.73,0.10215552819632472,0.0966181697533893
SSH,Cdiag,0.74,0.10355367560474367,0.09793699790245836
SSH,Cdiag,0.75,0.10495177227186366,0.09925563776823516
SSH,Cdiag,0.76,0.10634981751261727,0.10057408033379842
SSH,Cdiag,0.77,0.10774781064196248,0.10189232922431035
SSH,Cdiag,0.78,0.1091457509748826,0.10321037186288694
SSH,Cdiag,0.79,0.11054363782638692,0.1045282195181644
SSH,Cdiag,0.8,0.11194147051151097,0.10584586203584906
SSH,Cdiag,0.81,0.11333924834531671,0.10716329242363076
SSH,Cdiag,0.8200000000000001,0.114736970642893,0.10848051418485673
SSH,Cdiag,0.8300000000000001,0.11613463671935596,0.109797523384348
SSH,Cdiag,0.84,0.1175322458898492,0.11111431646230102
SSH,Cdiag,0.85,0.11892979746954442,0.11243089718915553
SSH,Cdiag,0.86,0.12032729077364113,0.11374724370326515
SSH,Cdiag,0.87,0.12172472511736787,0.11506338602838179
SSH,Cdiag,0.88,0.12312209981598171,0.1163792913898093
SSH,Cdiag,0.89,0.12451941418476914,0.1176949721235235
SSH,Cdiag,0.9,0.12591666753904607,0.11901041843285538
SSH,Cdiag,0.91,0.12731385919415844,0.12032563457056084
SSH,Cdiag,0.92,0.12871098846548235,0.12164061436098737
SSH,Cdiag,0.93,0.13010805466842446,0.12295536039598023
SSH,Cdiag,0.9400000000000001,0.13150505711842242,0.1242698592415667
SSH,Cdiag,0.9500000000000001,0.132901995130945,0.12558411444812984
SSH,Cdiag,0.96,0.13429886802149266,0.12689811600526554
SSH,Cdiag,0.97,0.13569567510559763,0.12821188508025388
SSH,Cdiag,0.98,0.13709241569882455,0.12952539127540083
SSH,Cdiag,0.99,0.1384890891167704,0.13083865530082783
SSH,Cdiag,1.0,0.1398856946750656,0.1321516552651768
SSH,Canti,0.0,0.0,1.4196960477961724e-20
SSH,Canti,0.01,0.00379999771366708,0.0035987044313129423
SSH,Canti,0.02,0.007599981709346537,0.0071973576328593835
SSH,Canti,0.03,0.01139993826910028,0.010795917767771007
SSH,Canti,0.04,0.015199853675089255,0.01439431545873958
SSH,Canti,0.05,0.018999714209622962,0.01799249708304487
SSH,Canti,0.06,0.022799506155209016,0.021590436646565046
SSH,Canti,0.07,0.026599215794602605,0.025188054659483726
SSH,Canti,0.08,0.03039882941085606,0.02878530558125531
SSH,Canti,0.09,0.03419833328736837,0.032382144897702005
SSH,Canti,0.1,0.03799771370793463,0.03597850808850519
SSH,Canti,0.11,0.041796956956795694,0.03957436240692603
SSH,Canti,0.12,0.0455960493186875,0.04316964320835395
SSH,Canti,0.13,0.0493949770788908,0.04676430689617705
SSH,Canti,0.14,0.05319372652328052,0.05035828273612331
SSH,Canti,0.15,0.05699228393837523,0.05395154128397313
SSH,Canti,0.16,0.0607906356113868,0.05754401331904924
SSH,Canti,0.17,0.06458876783026986,0.06113565019002456
SSH,Canti,0.18,0.06838666688377121,0.06472641976434998
SSH,Canti,0.19,0.07218431906147936,0.06831624627283187
SSH,Canti,0.2,0.07598171065387409,0.07190508886411699
SSH,Canti,0.21,0.07977882795237584,0.07549289070733854
SSH,Canti,0.22,0.08357565724939538,0.07907960155635674
SSH,Canti,0.23,0.08737218483838298,0.08266517004882624
SSH,Canti,0.24,0.09116839701387819,0.08624955072306995
SSH,Canti,0.25,0.0949642800715592,0.08983267486646095
SSH,Canti,0.26,0.09875982030829233,0.09341451189685272
SSH,Canti,0.27,0.10255500402218137,0.0969949892529953
SSH,Canti,0.28,0.10634981751261725,0.1005740742455238
SSH,Canti,0.29,0.11014424708032745,0.10415170823254317
SSH,Canti,0.3,0.11393827902742527,0.1077278349860314
SSH,Canti,0.31,0.11773189965745952,0.11130241500256922
SSH,Canti,0.32,0.1215250952754639,0.11487538034954481
SSH,Canti,0.33,0.1253178521880063,0.11844668343331942
SSH,Canti,0.34,0.12911015670323836,0.12201628109744543
SSH,Canti,0.35000000000000003,0.13290199513094494,0.125584112962867
SSH,Canti,0.36,0.13669335378259348,0.12915012750813004
SSH,Canti,0.37,0.14048421897138333,0.1327142928641925
SSH,Canti,0.38,0.14427457701229526,0.1362765272703349
SSH,Canti,0.39,0.14806441422214076,0.13983679614428124
SSH,Canti,0.4,0.15185371691961183,0.1433950571552577
SSH,Canti,0.41000000000000003,0.15564247142532972,0.14695123139165148
SSH,Canti,0.42,0.15943066406189468,0.15050529454179784
SSH,Canti,0.43,0.16321828115393566,0.15405717965819943
SSH,Canti,0.44,0.1670053090281589,0.15760684074798767
SSH,Canti,0.45,0.17079173401339792,0.16115422775322363
SSH,Canti,0.46,0.1745775424406626,0.16469928195135167
SSH,Canti,0.47000000000000003,0.1783627206431886,0.16824196856013232
SSH,Canti,0.48,0.18214725495648687,0.17178222193762543
SSH,Canti,0.49,0.18593113171839257,0.1753199850126098
SSH,Canti,0.5,0.1897143372691146,0.17885522723764252
SSH,Canti,0.51,0.1934968579512852,0.18238787741004064
SSH,Canti,0.52,0.19727868011000874,0.18591790543678183
SSH,Canti,0.53,0.2010597900929113,0.18944524762596396
SSH,Canti,0.54,0.2048401742501899,0.19296984768905107
SSH,Canti,0.55,0.2086198189346621,0.19649166359733475
SSH,Canti,0.56,0.21239871050181433,0.20001064695612428
SSH,Canti,0.5700000000000001,0.2161768353098524,0.20352673744600966
SSH,Canti,0.58,0.21995417971974981,0.20703988504772453
SSH,Canti,0.59,0.22373073009529715,0.21055004242977465
SSH,Canti,0.6,0.2275064728031519,0.21405716888383353
SSH,Canti,0.61,0.23128139421288696,0.2175611975536512
SSH,Canti,0.62,0.23505548069704013,0.22106208839285385
SSH,Canti,0.63,0.23882871863116306,0.2245597802610986
SSH,Canti,0.64,0.2426010943938712,0.22805423578460574
SSH,Canti,0.65,0.24637259436689216,0.2315453985515697
SSH,Canti,0.66,0.2501432049351149,0.2350332182832463
SSH,Canti,0.67,0.25391291248663944,0.2385176420384716
SSH,Canti,0.68,0.2576817034128258,0.24199862128803387
SSH,Canti,0.6900000000000001,0.2614495641083425,0.24547611043694695
SSH,Canti,0.7000000000000001,0.2652164809712169,0.2489500469792274
SSH,Canti,0.71,0.268982440402883,0.252420386697422
SSH,Canti,0.72,0.2727474288082313,0.2558870945465032
SSH,Canti,0.73,0.27651143259565764,0.25935010149657095
SSH,Canti,0.74,0.28027443817711284,0.26280936271471783
SSH,Canti,0.75,0.2840364319681506,0.26626482421783976
SSH,Canti,0.76,0.2877974003879773,0.2697164451911139
SSH,Canti,0.77,0.29155732985950106,0.2731641615136737
SSH,Canti,0.78,0.2953162068093808,0.2766079576763167
SSH,Canti,0.79,0.29907401766807473,0.2800477398147262
SSH,Canti,0.8,0.3028307488698896,0.28348348497820186
SSH,Canti,0.81,0.30658638685302997,0.2869151321581406
SSH,Canti,0.8200000000000001,0.3103409180596467,0.29034263884617895
SSH,Canti,0.8300000000000001,0.31409432893588635,0.2937659584744211
SSH,Canti,0.84,0.31784660593193953,0.2971850289122372
SSH,Canti,0.85,0.32159773550209053,0.3005998049053935
SSH,Canti,0.86,0.32534770410476577,0.30401024545999633
SSH,Canti,0.87,0.3290964982025824,0.3074163016872796
SSH,Canti,0.88,0.3328441042623978,0.31081791619487575
SSH,Canti,0.89,0.3365905087553584,0.3142150361110998
SSH,Canti,0.9,0.34033569815694786,0.3176076095651888
SSH,Canti,0.91,0.34407965894703674,0.32099562191037545
SSH,Canti,0.92,0.3478223776099305,0.3243789823850831
SSH,Canti,0.93,0.35156384063441876,0.32775765745085467
SSH,Canti,0.9400000000000001,0.35530403451382403,0.33113161815171416
SSH,Canti,0.9500000000000001,0.3590429457460507,0.3345007825299235
SSH,Canti,0.96,0.36278056083363297,0.337865116915901
SSH,Canti,0.97,0.36651686628378477,0.3412245677005267
SSH,Canti,0.98,0.3702518486084473,0.34457909076473353
SSH,Canti,0.99,0.3739854943243385,0.34792865141433343
SSH,Canti,1.0,0.37771778995300104,0.3512731853969895
BBH,Cx,0.0,0.0,1.4196960477961724e-20
BBH,Cx,0.01,9.999999995833336e-05,9.999805574074298e-05
BBH,Cx,0.02,0.00019999999966666666,0.00019999999954300942
BBH,Cx,0.03,0.000299999998875,0.00029999282390677143
BBH,Cx,0.04,0.0003999999973333333,0.00039998895492024427
BBH,Cx,0.05,0.0004999999947916666,0.0004999956520655458
BBH,Cx,0.06,0.0005999999910000002,0.0005999982257354706
BBH,Cx,0.07,0.0006999999857083337,0.0006999705604680688
BBH,Cx,0.08,0.0007999999786666669,0.0007999656637668341
BBH,Cx,0.09,0.0008999999696250003,0.0008999784646216778
BBH,Cx,0.1,0.0009999999583333338,0.000999988519988778
BBH,Cx,0.11,0.0010999999445416677,0.0010999914068523613
BBH,Cx,0.12,0.0011999999280000008,0.0011999928122128536
BBH,Cx,0.13,0.001299999908458335,0.0012999956300601215
BBH,Cx,0.14,0.0013999998856666694,0.0013999995427808206
BBH,Cx,0.15,0.0014999998593750038,0.0014999994376265731
BBH,Cx,0.16,0.0015999998293333387,0.0015999973297562994
BBH,Cx,0.17,0.0016999997952916737,0.0016999975500662586
BBH,Cx,0.18,0.0017999997570000094,0.0017999536030978002
BBH,Cx,0.19,0.0018999997142083462,0.0018999952271801582
BBH,Cx,0.2,0.001999999666666683,0.001999957884345115
BBH,Cx,0.21,0.002099999614125021,0.0020999966260372032
BBH,Cx,0.22,0.0021999995563333594,0.0021999956618094997
BBH,Cx,0.23,0.002299999493041701,0.0022999958745875586
BBH,Cx,0.24,0.002399999424000041,0.0023999944048797794
BBH,Cx,0.25,0.0024999993489583836,0.0024999920495342885
BBH,Cx,0.26,0.0025999992676667286,0.0025999942710914375
BBH,Cx,0.27,0.0026999991798750747,0.002699971808670161
BBH,Cx,0.28,0.0027999990853334244,0.0027999912744703422
BBH,Cx,0.29,0.0028999989837917737,0.002899990659517038
BBH,Cx,0.3,0.0029999988750001264,0.0029999937494019327
BBH,Cx,0.31,0.0030999987587084824,0.003099966972873884
BBH,Cx,0.32,0.003199998634666841,0.0031999717404882872
BBH,Cx,0.33,0.003299998502625204,0.0032999885436746806
BBH,Cx,0.34,0.0033999983623335694,0.003399979069814438
BBH,Cx,0.35000000000000003,0.0034999982135419405,0.0034999928541810162
BBH,Cx,0.36,0.003599998056000315,0.003599972364554971
BBH,Cx,0.37,0.003699997889458694,0.003699970490228432
BBH,Cx,0.38,0.003799997713667079,0.003799987501692879
BBH,Cx,0.39,0.00389999752837547,0.00389997712162436
BBH,Cx,0.4,0.003999997333333866,0.003999959845716196
BBH,Cx,0.41000000000000003,0.00409999712829227,0.004099961678551374
BBH,Cx,0.42,0.004199996913000681,0.004199969655086128
BBH,Cx,0.43,0.0042999966872091,0.004299972800317122
BBH,Cx,0.44,0.004399996450667525,0.004399981218575377
BBH,Cx,0.45,0.004499996203125961,0.004499965971941248
BBH,Cx,0.46,0.0045999959443344075,0.004599972493353672
BBH,Cx,0.47000000000000003,0.004699995674042862,0.004699979324408255
BBH,Cx,0.48,0.004799995392001329,0.004799961750843034
BBH,Cx,0.49,0.004899995097959803,0.00489995992163899
BBH,Cx,0.5,0.004999994791668295,0.00499994710278963
BBH,Cx,0.51,0.005099994472876798,0.005099973351585498
BBH,Cx,0.52,0.005199994141335316,0.005199951798827862
BBH,Cx,0.53,0.005299993796793845,0.005299953443308891
BBH,Cx,0.54,0.005399993439002391,0.005399957004924144
BBH,Cx,0.55,0.005499993067710955,0.0054999512510568015
BBH,Cx,0.56,0.005599992682669535,0.005599969360965225
BBH,Cx,0.5700000000000001,0.005699992283628135,0.0056999691345928655
BBH,Cx,0.58,0.0057999918703367515,0.00579996748140056
BBH,Cx,0.59,0.0058999914425453895,0.00589996301054043
BBH,Cx,0.6,0.0059999910000040485,0.005999962066020232
BBH,Cx,0.61,0.006099990542462733,0.006099946592779411
BBH,Cx,0.62,0.006199990069671437,0.006199959564398852
BBH,Cx,0.63,0.006299989581380167,0.006299958325596305
BBH,Cx,0.64,0.006399989077338928,0.006399951897932485
BBH,Cx,0.65,0.0064999885572977105,0.006499931192874446
BBH,Cx,0.66,0.006599988021006524,0.006599950568707692
BBH,Cx,0.67,0.006699987468215366,0.006699933689834886
BBH,Cx,0.68,0.00679998689867424,0.00679994759479575
BBH,Cx,0.6900000000000001,0.006899986312133148,0.006899938820337123
BBH,Cx,0.7000000000000001,0.0069999857083420875,0.006999939344487619
BBH,Cx,0.71,0.007099985087051064,0.007099939844585679
BBH,Cx,0.72,0.007199984448010078,0.007199930307417962
BBH,Cx,0.73,0.007299983790969132,0.007299928333672066
BBH,Cx,0.74,0.007399983115678225,0.0073999297401456336
