model,theta1_over_pi,theta2_over_pi,N_loc
SSH,0.09876543209876543,0.8888888888888888,0.03989868508292783
SSH,0.09876543209876543,0.9135802469135802,0.039905706306069134
SSH,0.09876543209876543,0.9382716049382716,0.03992818100905389
SSH,0.09876543209876543,0.9629629629629629,0.03996900770775905
SSH,0.09876543209876543,0.9876543209876543,0.04003262336501061
SSH,0.09876543209876543,1.0123456790123457,0.040124366193446226
SSH,0.09876543209876543,1.037037037037037,0.040249655050386
SSH,0.09876543209876543,1.0617283950617282,0.0404130692892625
SSH,0.09876543209876543,1.0864197530864197,0.040617438396106285
SSH,0.09876543209876543,1.1111111111111112,0.040863063552196266
SSH,0.09876543209876543,1.1358024691358024,0.04114718461615453
SSH,0.09876543209876543,1.1604938271604937,0.04146377317769455
SSH,0.09876543209876543,1.1851851851851851,0.041803681648168126
SSH,0.09876543209876543,1.2098765432098766,0.042155123372622366
SSH,0.09876543209876543,1.2345679012345678,0.042504414121569065
SSH,0.09876543209876543,1.259259259259259,0.04283688034504511
SSH,0.09876543209876543,1.2839506172839505,0.04313783534170913
SSH,0.09876543209876543,1.308641975308642,0.04339353560575698
SSH,0.09876543209876543,1.3333333333333333,0.04359204824362331
SSH,0.09876543209876543,1.3580246913580245,0.04372397988134795
SSH,0.09876543209876543,1.382716049382716,0.04378303411576552
SSH,0.09876543209876543,1.4074074074074074,0.043766377158059686
SSH,0.09876543209876543,1.4320987654320987,0.043674800392367305
SSH,0.09876543209876543,1.45679012345679,0.043512675323022755
SSH,0.09876543209876543,1.4814814814814814,0.043287702128641914
SSH,0.09876543209876543,1.5061728395061729,0.043010459061252435
SSH,0.09876543209876543,1.5308641975308641,0.042693767521647795
SSH,0.09876543209876543,1.5555555555555554,0.04235189811534341
SSH,0.09876543209876543,1.5802469135802468,0.04199965734950846
SSH,0.09876543209876543,1.6049382716049383,0.04165141280560585
SSH,0.09876543209876543,1.6296296296296295,0.04132013442453988
SSH,0.09876543209876543,1.6543209876543208,0.041016545881296475
SSH,0.09876543209876543,1.6790123456790123,0.040748485429137934
SSH,0.09876543209876543,1.7037037037037037,0.04052056274600134
SSH,0.09876543209876543,1.728395061728395,0.04033416418556554
SSH,0.09876543209876543,1.7530864197530862,0.04018780811047133
SSH,0.09876543209876543,1.7777777777777777,0.040077796915905746
SSH,0.09876543209876543,1.8024691358024691,0.039999068013383626
SSH,0.09876543209876543,1.8271604938271604,0.03994612344493238
SSH,0.09876543209876543,1.8518518518518516,0.039913919267105066
SSH,0.09876543209876543,1.876543209876543,0.03989861542000249
SSH,0.09876543209876543,1.9012345679012346,0.039898114664632015
SSH,0.09876543209876543,1.9259259259259258,0.03991234683457989
SSH,0.09876543209876543,1.950617283950617,0.03994327803940227
SSH,0.09876543209876543,1.9753086419753085,0.03999464420690028
SSH,0.12345679012345678,0.0,0.040336843559571206
SSH,0.12345679012345678,0.024691358024691357,0.04044452260632557
SSH,0.12345679012345678,0.04938271604938271,0.04058822846956487
SSH,0.12345679012345678,0.07407407407407407,0.04077177506433333
SSH,0.12345679012345678,0.09876543209876543,0.04099681240385698
SSH,0.12345679012345678,0.12345679012345678,0.04126215815350989
SSH,0.12345679012345678,0.14814814814814814,0.04156342050367829
SSH,0.12345679012345678,0.1728395061728395,0.04189296916064521
SSH,0.12345679012345678,0.19753086419753085,0.04224025646405018
SSH,0.12345679012345678,0.2222222222222222,0.04259243920334865
SSH,0.12345679012345678,0.24691358024691357,0.042935216246654584
SSH,0.12345679012345678,0.2716049382716049,0.043253782857000246
SSH,0.12345679012345678,0.2962962962962963,0.043533806956150736
SSH,0.12345679012345678,0.32098765432098764,0.04376234844620286
SSH,0.12345679012345678,0.345679012345679,0.04392866245092768
SSH,0.12345679012345678,0.37037037037037035,0.04402484571174106
SSH,0.12345679012345678,0.3950617283950617,0.04404629999902033
SSH,0.12345679012345678,0.41975308641975306,0.043991997104703404
SSH,0.12345679012345678,0.4444444444444444,0.04386453772585455
SSH,0.12345679012345678,0.4691358024691358,0.043670002630937524
SSH,0.12345679012345678,0.49382716049382713,0.04341760022110855
SSH,0.12345679012345678,0.5185185185185185,0.043119121238962985
SSH,0.12345679012345678,0.5432098765432098,0.04278822025478242
SSH,0.12345679012345678,0.5679012345679012,0.04243955589700721
SSH,0.12345679012345678,0.5925925925925926,0.042087838179572554
SSH,0.12345679012345678,0.6172839506172839,0.041746850721151335
SSH,0.12345679012345678,0.6419753086419753,0.04142853454706147
SSH,0.12345679012345678,0.6666666666666666,0.04114223204666427
SSH,0.12345679012345678,0.691358024691358,0.04089418668023438
SSH,0.12345679012345678,0.7160493827160493,0.04068737047372302
SSH,0.12345679012345678,0.7407407407407407,0.040521667775452686
SSH,0.12345679012345678,0.7654320987654321,0.04039438897211409
SSH,0.12345679012345678,0.7901234567901234,0.040301036367212204
SSH,0.12345679012345678,0.8148148148148148,0.04023621007518525
SSH,0.12345679012345678,0.8395061728395061,0.04019453153101454
SSH,0.12345679012345678,0.8641975308641975,0.040171473871573174
SSH,0.12345679012345678,0.8888888888888888,0.0401640134307754
SSH,0.12345679012345678,0.9135802469135802,0.04017104518661339
SSH,0.12345679012345678,0.9382716049382716,0.04019353071796425
SSH,0.12345679012345678,0.9629629629629629,0.04023436847844846
SSH,0.12345679012345678,0.9876543209876543,0.04029799535461574
SSH,0.12345679012345678,1.0123456790123457,0.04038974946771132
SSH,0.12345679012345678,1.037037037037037,0.04051504957004423
