model,orientation,center_theta1_over_pi,center_theta2_over_pi,radius_over_pi,n_points,D_loc_strict,D_loc_swap,ep_exact,arg_det,max_abs_phase,eigphase_1,eigphase_2,eigphase_3,eigphase_4,schmidt_1,schmidt_2,schmidt_3,schmidt_4
BHZ,+,1.0,1.0,0.175,121,0.0007232944111874072,0.0007232944111874072,1.1625658919495801e-07,-1.763780094199419e-15,0.00036207367462432225,-0.00036207367462432225,-0.00036207367459776017,0.00036207367459773236,0.0003620736746229271,1.9999998692113123,0.0007232943965872403,6.336210975659934e-08,2.2915185417055588e-11
BHZ,+,1.0,1.0,0.18,121,0.0007544093118718819,0.0007544093118718819,1.2647405611687645e-07,1.4179331537036988e-15,0.00037766048339915424,-0.00037766048339618136,-0.00037766048337403566,0.00037766048337325796,0.00037766048339915424,1.999999857716659,0.0007544092953443061,6.850229019809524e-08,2.583971824551164e-11
BHZ,+,1.0,1.0,0.185,121,0.0007852752310278703,0.0007852752310278703,1.3703489355599962e-07,-2.764088735457068e-15,0.00039312424904639436,-0.00039312424904639436,-0.00039312424901848954,0.00039312424902170854,0.0003931242490404532,1.9999998458357127,0.0007852752124202065,7.387588767644023e-08,2.900439650418538e-11
BHZ,+,1.0,1.0,0.19,121,0.0008158157022755026,0.0008158157022755026,1.4790113440139092e-07,-2.7371937453158496e-15,0.000408426808117884,-0.000408426808117884,-0.0004084268080973561,0.0004084268080981335,0.00040842680811443093,1.9999998336111884,0.0008158156814357124,7.948344475751515e-08,3.241455892537892e-11
BHZ,+,1.0,1.0,0.195,121,0.0008459543052819138,0.0008459543052819138,1.5903077289615274e-07,-2.526716222318523e-15,0.0004235300253162694,-0.0004235300253136843,-0.00042353002528027156,0.000423530025275387,0.0004235300253162694,1.999999821090338,0.0008459542820601842,8.532511587881046e-08,3.609595459948258e-11
BHZ,+,1.0,1.0,0.2,121,0.0008756147990087792,0.0008756147990087792,1.703780068140759e-07,-3.800907884873167e-15,0.0004383958604828776,-0.0004383958604788222,-0.0004383958604583114,0.00043839586045120595,0.0004383958604828776,1.9999998083246933,0.0008756147732591432,9.140076290795232e-08,4.0017810083558726e-11
BHZ,+,1.0,1.0,0.205,121,0.0009047212542920097,0.0009047212542920097,1.8189339900942514e-07,-1.958573955145385e-15,0.00045298643545761626,-0.000452986435455123,-0.0004529864354267404,0.00045298643542241015,0.00045298643545761626,1.9999997953698718,0.0009047212258740309,9.770980918542083e-08,4.420736625792407e-11
BHZ,+,1.0,1.0,0.21,121,0.0009331981848601398,0.0009331981848601398,1.935241264522997e-07,-4.513398118785594e-16,0.00046726410004345134,-0.0004672641000381463,-0.00046726410001619336,0.0004672641000103089,0.00046726410004345134,1.9999997822852962,0.0009331981536405929,1.042513973484748e-07,4.8647273712234804e-11
BHZ,+,1.0,1.0,0.215,121,0.0009609706770362171,0.0009609706770362171,2.0521428808114212e-07,-6.449478266983695e-16,0.0004811914974788216,-0.0004811914974788216,-0.0004811914974641803,0.00048119149746529054,0.00048119149747691574,1.9999997691338554,0.0009609706428907563,1.1102428837941623e-07,5.334561838543911e-11
BHZ,+,1.0,1.0,0.22,121,0.00098796451783616,0.00098796451783616,2.1690523994206183e-07,-9.979301727417594e-16,0.0004947316291727648,-0.0004947316291727648,-0.0004947316291390002,0.0004947316291386673,0.0004947316291720051,1.9999997559815301,0.000987964480650937,1.1802687609997232e-07,5.83032638448138e-11
BHZ,+,1.0,1.0,0.225,121,0.001014106321054328,0.001014106321054328,2.2853583924052776e-07,8.001818608757705e-16,0.0005078479183866342,-0.0005078479183823599,-0.0005078479183621533,0.0005078479183581562,0.0005078479183866342,1.999999742897097,0.00101410628072754,1.252573070014402e-07,6.350961197046569e-11
BHZ,+,1.0,1.0,0.23,121,0.0010393236513190586,0.0010393236513190586,2.400429467542943e-07,3.160381570159465e-16,0.000520504273178117,-0.000520504273178117,-0.0005205042731599042,0.0005205042731611247,0.0005205042731770434,1.9999997299515924,0.0010393236077623773,1.3271333701697916e-07,6.896827388542782e-11
BHZ,+,1.0,1.0,0.235,121,0.0010635451459899987,0.0010635451459899987,2.513617392254888e-07,9.258307282714732e-16,0.0005326651482228768,-0.0005326651482228768,-0.0005326651481921323,0.0005326651481945747,0.0005326651482219394,1.999999717217941,0.0010635450991298703,1.4039239443659575e-07,7.465915251400557e-11
BHZ,+,1.0,1.0,0.24,121,0.0010867006343477526,0.0010867006343477526,2.6242616775936273e-07,-2.8157204757899013e-15,0.0005442956054002357,-0.0005442956054002357,-0.000544295605368849,0.0005442956053675723,0.0005442956053986587,1.9999997047704485,0.001086700584126511,1.4829165062936982e-07,8.057573192816221e-11
BHZ,+,1.0,1.0,0.245,121,0.001108721254383731,0.001108721254383731,2.7316941020316676e-07,4.921193660911706e-16,0.0005553613733810878,-0.0005553613733786263,-0.0005553613733577155,0.0005553613733557174,0.0005553613733810878,1.9999996926842953,0.0011087212007605135,1.5640796110381995e-07,8.670058410385747e-11
BHZ,+,1.0,1.0,0.25,121,0.0011295395666997376,0.0011295395666997376,2.83524239789538e-07,-3.5508298775258074e-16,0.0005658289058693978,-0.0005658289058560128,-0.0005658289058476675,0.0005658289058343435,0.0005658289058693978,1.9999996810351008,0.001129539509651191,1.647378604711215e-07,9.304218755355518e-11
BHZ,+,1.0,1.0,0.255,121,0.0011490896654502692,0.0011490896654502692,2.9342365406550795e-07,-1.6712163337234683e-15,0.0005756654384833358,-0.0005756654384833358,-0.0005756654384676664,0.0005756654384687765,0.0005756654384808568,1.9999996698982494,0.0011490896049709584,1.7327759430937207e-07,9.955320393878226e-11
BHZ,+,1.0,1.0,0.26,121,0.0011673072861474259,0.0011673072861474259,3.0280125458877666e-07,8.978888054074487e-16,0.0005848390443955043,-0.0005848390443945964,-0.0005848390443687462,0.0005848390443685793,0.0005848390443955043,1.9999996593484397,0.0011673072222499695,1.820231631396012e-07,1.0623732311554679e-10
BHZ,+,1.0,1.0,0.265,121,0.0011841299102897066,0.0011841299102897066,3.115917833874783e-07,6.1027775172771415e-15,0.0005933186884195628,-0.0005933186884171049,-0.0005933186883910716,0.0005933186883948117,0.0005933186884195628,1.99999964945909,0.001184129843004599,1.9097033696442292e-07,1.1306808889367677e-10
BHZ,+,1.0,1.0,0.27,121,0.0011994968665677583,0.0011994968665677583,3.1973156926983705e-07,2.227622112379452e-15,0.0006010742798197303,-0.0006010742798134677,-0.0006010742797889765,0.0006010742797847299,0.0006010742798197303,1.9999996403018216,0.001199496795942886,2.0011453702984526e-07,1.200115087481087e-10
BHZ,+,1.0,1.0,0.275,121,0.001213349428607553,0.001213349428607553,3.271591487595692e-07,-4.534804335428603e-15,0.0006080767235574491,-0.0006080767235544273,-0.0006080767235429035,0.0006080767235352442,0.0006080767235574491,1.999999631945789,0.0012133493547073046,2.09451007565409e-07,1.2706593412142686e-10
BHZ,+,1.0,1.0,0.28,121,0.0012256309090851658,0.0012256309090851658,3.338156413019217e-07,6.340549829966792e-16,0.0006142979701892687,-0.0006142979701840815,-0.0006142979701655649,0.000614297970161347,0.0006142979701892687,1.9999996244572256,0.0012256308319892263,2.189747316017457e-07,1.341922698298582e-10
BHZ,+,1.0,1.0,0.285,121,0.0012362867500867888,0.0012362867500867888,3.3964536501803383e-07,-2.2896994630178255e-15,0.0006197110641503697,-0.0006197110641503697,-0.0006197110641258337,0.0006197110641266108,0.0006197110641478581,1.9999996178987791,0.0012362866698885137,2.2868047636658343e-07,1.4135605214502912e-10
BHZ,+,1.0,1.0,0.29,121,0.001245264609817764,0.001245264609817764,3.445962593298348e-07,5.678779928935951e-16,0.0006242901908466224,-0.0006242901908466224,-0.0006242901908125111,0.000624290190819061,0.0006242901908405474,1.999999612329019,0.0012452645266221851,2.3856278408278347e-07,1.4853671306984495e-10
BHZ,+,1.0,1.0,0.295,121,0.0012525144452106784,0.0012525144452106784,3.4862036827713416e-07,1.82627757317963e-15,0.0006280107221387713,-0.0006280107221387713,-0.0006280107221050477,0.0006280107221142404,0.0006280107221315266,1.999999607801893,0.0012525143591321048,2.4861602097269195e-07,1.5569963182298995e-10
BHZ,+,1.0,1.0,0.3,121,0.00125798859081216,0.00125798859081216,3.516743330618984e-07,3.618931326485053e-16,0.0006308492607270789,-0.0006308492607270789,-0.0006308492606974073,0.0006308492607063993,0.0006308492607187624,1.999999604366179,0.001257988501971393,2.5883428789450685e-07,1.6280257314604365e-10
BHZ,+,1.0,1.0,0.305,121,0.001261641833452284,0.001261641833452284,3.5371983969017464e-07,8.319489845295958e-16,0.0006327836831686059,-0.0006327836831686059,-0.0006327836831493712,0.0006327836831532575,0.0006327836831654401,1.9999996020649802,0.001261641741973393,2.692115794114061e-07,1.698237911728129e-10
BHZ,+,1.0,1.0,0.31,121,0.0012634314828820928,0.0012634314828820928,3.5472405975530325e-07,4.512462994411824e-15,0.0006337931818725254,-0.0006337931818725254,-0.000633793181851043,0.0006337931818560374,0.00063379318187201,1.9999996009352314,0.0012634313888888187,2.7974165687687727e-07,1.7671806722440406e-10
