theta_L,theta_R,gap,joint,deltaA,deltaB,edge_weight,nloc
0.1551403779550515,0.310280755910103,0.2605780502901455,0.0006663775525339683,1.838994724621692,1.5542109177705958,0.6035156435420602,0.040322840912722174
0.1551403779550515,0.3878509448876288,0.26058367946018524,0.0006998790355203371,1.8389946946122326,1.5519539738458956,0.6035156280793501,0.04058822846956492
0.1551403779550515,0.4654211338651545,0.26059388127586935,0.000731285811606519,1.8389946403768624,1.5496289554823957,0.6035156001339665,0.040889530635454197
0.1551403779550515,0.5429913228426803,0.260608643507686,0.0007604437325520922,1.8389945622417763,1.5472915300338477,0.603515559873988,0.04121911673046702
0.1551403779550515,0.620561511820206,0.26062794840733583,0.0007872095919577978,1.8389944606769104,1.5449979125136166,0.6035155075415557,0.04156643880459168
0.1551403779550515,0.6981317007977318,0.2606517726707285,0.0008114535706041595,1.838994336293128,1.5428035103606939,0.6035154434514234,0.041918653451944406
0.1551403779550515,0.7757018897752576,0.2606800873876943,0.0008330600290110253,1.8389941898385218,1.5407615639081909,0.6035153679890576,0.04226145942803013
0.1551403779550515,0.8532720787527833,0.26071285797680455,0.000851928010045387,1.838994022193932,1.5389218176127109,0.6035152816083227,0.042580051948827025
0.1551403779550515,0.930842267730309,0.2607500441031713,0.0008679717536721596,1.838993834367643,1.5373292585266767,0.6035151848287511,0.04286009893606755
0.1551403779550515,1.0084124567078347,0.2607915995764033,0.000881121296176639,1.8389936274893146,1.5360229586549041,0.6035150782324149,0.043088660321771666
0.1551403779550515,1.0859826456853605,0.26083747222505715,0.0008913231663485274,1.8389934028031958,1.535035056519552,0.6035149624604277,0.04325499127572027
0.1551403779550515,1.1635528346628863,0.2608876037428667,0.0008985411734826728,1.8389931616606257,1.534389910342513,0.6035148382090866,0.04335118859123083
0.1551403779550515,1.241123023640412,0.26094192950060807,0.0009027572765252315,1.8389929055119163,1.5341034507350075,0.6035147062256827,0.043372654089478754
0.1551403779550515,1.3186932126179378,0.2610003783156881,0.0009039725220234006,1.8389926358976298,1.5341827547861862,0.6035145673040095,0.043318359607841486
0.1551403779550515,1.3962634015954636,0.2610628721691019,0.0009022080383621157,1.8389923544393065,1.5346258562240178,0.6035144222795847,0.043190905881376404
0.1551403779550515,1.4738335905729893,0.26112932585622206,0.0008975060742694338,1.8389920628297127,1.5354217982569605,0.6035142720246274,0.04299637370846428
0.1551403779550515,1.5514037795505151,0.26119964655356365,0.0008899310704604737,1.8389917628226624,1.5365509272516784,0.6035141174428094,0.042743971512933826
0.1551403779550515,1.6289739685280409,0.2612737332777668,0.0008795707542003212,1.8389914562224636,1.537985417057776,0.6035139594638226,0.042445490054955105
0.1551403779550515,1.7065441575055667,0.26135147620494437,0.0008665372469046175,1.8389911448730705,1.5396900060412144,0.6035137990377841,0.04211458392096308
0.1551403779550515,1.7841143464830924,0.26143275580728453,0.0008509681732837019,1.8389908306469898,1.5416229221603153,0.6035136371295242,0.04176591175905002
0.1551403779550515,1.861684535460618,0.26151744174792524,0.0008330277538854304,1.8389905154340265,1.543736966038844,0.603513474712784,0.041414183612564326
0.1551403779550515,1.9392547244381437,0.2616053914525557,0.0008129078433745864,1.8389902011299073,1.5459807181609606,0.6035133127643566,0.041073183146077476
0.1551403779550515,2.0168249134156695,0.2616964482436782,0.0007908288216849375,1.8389898896248842,1.5482998341005607,0.6035131522582141,0.040754851453204
0.1551403779550515,2.0943951023931953,0.2617904388759942,0.0007670400753901421,1.8389895827923675,1.5506383910427743,0.6035129941596495,0.04046853101797438
0.1551403779550515,2.171965291370721,0.2618871702411325,0.0007418191861488254,1.838989282477665,1.5529402495943252,0.6035128394194742,0.04022046542201333
0.1551403779550515,2.249535480348247,0.26198642490463164,0.0007154660975030457,1.8389889904868733,1.5551503967720257,0.6035126889682949,0.04001362683550881
0.1551403779550515,2.3271056693257726,0.26208795497792253,0.0006882742335648813,1.8389887085760164,1.5572162388245443,0.6035125437109219,0.03984789976652077
0.1551403779550515,2.4046758583032983,0.26219147358125905,0.000660482623187747,1.8389884384404998,1.5583027073923792,0.6035124045209257,0.03972059476747668
0.1551403779550515,2.482246047280824,0.2622966427684364,0.000632563421902067,1.8389881817048983,1.5583024110004025,0.6035122722353838,0.03962721430469816
0.1551403779550515,2.55981623625835,0.262403056177215,0.0006051690275832305,1.8389879399132019,1.5583021297528512,0.6035121476498495,0.03956235864619326
0.1551403779550515,2.6373864252358756,0.26251021370807515,0.0005788214576754705,1.83898771451952,1.5583018653627914,0.6035120315135636,0.03952064936939137
0.1551403779550515,2.7149566142134014,0.26261748401812035,0.0005539940997782525,1.8389875068793444,1.5583016193783863,0.6035119245249538,0.0394975597455421
