theta_T,theta_B,gap,joint,deltaA,deltaB,edge_weight_2row,nloc
1.5324842212633139,0.7662421106316569,0.43748891726545525,0.009697220251819119,1.7831790102692806,1.8162335015903723,0.9511556207346379,0.031009925421645573
1.5324842212633139,0.9194905327579883,0.438409328386368,0.009875882940797241,1.781491875937895,1.8162227900454333,0.9510114793333763,0.031429031344098024
1.5324842212633139,1.0727389548843198,0.4392204886329173,0.010043779015130731,1.7801165905128529,1.8162128247426355,0.9508801910130613,0.03179093318324035
1.5324842212633139,1.225987377010651,0.43984719884499224,0.010182613711804548,1.7790843829592542,1.8162045805416716,0.9507736409315024,0.0320634299968785
1.5324842212633139,1.3792357991369824,0.4402583862029858,0.010278946261738751,1.778417266726208,1.8161988224235799,0.9507011078704383,0.03222287074128615
1.5324842212633139,1.5324842212633139,0.4404480312777946,0.010324367875808085,1.7781287558570853,1.8161960558124,0.9506687174828554,0.03225565772695831
1.5324842212633139,1.6857326433896453,0.4404170865954766,0.010315401505254677,1.7782245024729244,1.8161964984883563,0.9506791424628368,0.03215902930754133
1.5324842212633139,1.8389810655159766,0.4401649842142338,0.010253396026956494,1.7787026163806,1.8162000702473067,0.9507314879671065,0.03194121145105805
1.5324842212633139,1.992229487642308,0.4396921326485714,0.010144530167394649,1.7795535591204146,1.8162063982111372,0.9508213302945618,0.03162095820979094
1.5324842212633139,2.1454779097686396,0.4390134076014188,0.009999882890605594,1.7807596484182184,1.8162148383834456,0.9509409197242618,0.03122642186195681
1.5324842212633139,2.298726331894971,0.4381788006418067,0.009835371375289548,1.7822943487038059,1.8162245163876507,0.9510795968419576,0.030793243194598793
1.5324842212633139,2.451974754021302,0.4372877056529676,0.009671218388039887,1.7841216410268834,1.8162343910813332,0.9512244883396629,0.03036176910105946
1.5324842212633139,2.6052231761476334,0.4364821487071205,0.00953054143638619,1.7861958350739857,1.816243342915538,0.9513615285664745,0.029973419472389393
1.5324842212633139,2.7584715982739647,0.43592078277353835,0.009436766652386847,1.788462174505899,1.8162502841346564,0.9514767905044892,0.029666443913774522
