s,gap,joint,deltaA,deltaB,frame_overlap,edge_weight_2row
0.8,0.451095829644495,0.01111940158614555,1.7796931741121969,1.8187385527706657,0.9999497278034957,0.9507444342917895
0.8083333333333333,0.44991822688490524,0.010978094975794253,1.780274502400672,1.8196480367910812,0.9999495585060441,0.9508113432444152
0.8166666666666667,0.4486800453596508,0.01081711696054283,1.7809414889160138,1.8206724916428678,0.9999493720305103,0.9508867681955946
0.825,0.4473902000050597,0.010637373163186511,1.781692470058824,1.8218015523411293,0.9999491712561823,0.9509699655719788
0.8333333333333334,0.4460583627504994,0.010439905042837464,1.7825255335551153,1.8230236974712501,0.9999489594542397,0.9510601057344207
0.8416666666666667,0.4446948389023883,0.010225897594026125,1.7834385110385216,1.8243263392895432,0.9999487402865364,0.9511562785927303
0.85,0.4433104365276611,0.009996689244738838,1.7844289712618335,1.8256959269835378,0.9999485177978206,0.9512575002344339
0.8583333333333333,0.4419163323618006,0.009753784430340902,1.785494214384932,1.827118063428034,0.9999482963998034,0.9513627206358191
0.8666666666666667,0.4405239373490016,0.009498869360485832,1.7866312677992422,1.828577635553069,0.999948080845615,0.9514708325057653
0.875,0.4391447643807619,0.00923383149595067,1.78783688394863,1.8300589581581543,0.999947876193329,0.9515806812886791
0.8833333333333333,0.4377903002177725,0.008960783175612537,1.789107540591374,1.83154593066736,0.9999476877576001,0.9516910763225322
0.8916666666666666,0.43647188302688483,0.00868208962277753,1.7904394439159734,1.833022205928623,0.9999475210488035,0.9518008031120977
0.9,0.43520058648790677,0.00840040112708005,1.7918285348739427,1.8344713697288404,0.9999473816995615,0.9519086366367906
0.9083333333333333,0.4339871110489793,0.008118688417256062,1.7932704990251795,1.8358771292384906,0.9999472753791496,0.952013355568545
0.9166666666666666,0.4328416826406325,0.007840278944819763,1.794760780106726,1.837223508133857,0.9999472076968763,0.9521137572295137
0.9249999999999999,0.43177395898867466,0.007568889799536523,1.7962945974349065,1.8384950456926021,0.999947184096211,0.9522086730740427
0.9333333333333333,0.43079294357825804,0.007308650122882054,1.7978669671373464,1.839676996743703,0.9999472097421138,0.9522969844369631
0.9416666666666667,0.42990690729443326,0.007064102204004511,1.7994727270883772,1.840755528999947,0.9999472894046268,0.9523776382529562
0.95,0.42912331777758683,0.006840166403480576,1.8011065652941267,1.841717914035381,0.9999474273422853,0.9524496624223182
0.9583333333333334,0.42844877656608665,0.0066420519294187194,1.802763051347493,1.8425527080136013,0.999947627189322,0.9525121804791532
0.9666666666666667,0.42788896413807154,0.0064750956747637554,1.8044366704544776,1.8432499182444613,0.9999478918508091,0.9525644252108776
0.975,0.42744859299816224,0.006344518106706256,1.8061218594279138,1.843801151759501,0.9999482234098559,0.9526057508843196
0.9833333333333333,0.4271313689753926,0.006255101393327199,1.8078130439587095,1.8441997423566683,0.9999486230507366,0.9526356437545398
0.9916666666666667,0.42693996090217023,0.006210820029954805,1.8095046764127507,1.8444408529699325,0.9999490910013283,0.9526537305674545
1.0,0.4268759788294326,0.006214481247606748,1.811191273368143,1.8445215507591377,0.9999999999999997,0.952659784815773
