kx,vartheta,gap,joint,deltaA,deltaB,edge_weight_2row,nloc_theta
0.060000000000000005,2.67807898338802,0.4350497320131346,0.007418908556143257,1.797089858931675,1.83944256456032,0.9526551734080844,0.05508001354940233
0.060000000000000005,2.7810820212106364,0.43215046141430025,0.007014589614205322,1.799983764963906,1.8413774437347015,0.9527254838261867,0.054342296989839466
0.060000000000000005,2.8840850590332527,0.42959096640140415,0.006693172397278141,1.8029872308661767,1.8428727467266095,0.9527596883003531,0.05379025625628744
0.060000000000000005,2.9870880968558686,0.4274307631209216,0.0064882003654391915,1.8060624555565528,1.8438469185800654,0.9527523401289084,0.053453042089691205
0.060000000000000005,3.090091134678485,0.4257151852634482,0.006428816619556865,1.8091703498447764,1.8442402716371475,0.9526997000438073,0.05335028727686876
0.060000000000000005,3.193094172501101,0.424474186460976,0.006474331333503679,1.8089477788815769,1.844018911136728,0.9526000476289751,0.05349060273823256
0.060000000000000005,3.296097210323717,0.4237216436966214,0.0066205704247380365,1.8053749035621676,1.8431773002946312,0.9524538789188458,0.0538707655585345
0.060000000000000005,3.3991002481463335,0.4234551743919745,0.006903727056868704,1.8018127654168308,1.841739185125606,0.9522639656446159,0.054475732772909256
0.060000000000000005,3.5021032859689494,0.4236564744719662,0.007293138450782999,1.798307169157042,1.8397567531538945,0.9520352660946358,0.05527949414353226
0.060000000000000005,3.6051063237915657,0.4242921770365814,0.00775586308530618,1.7949039472124293,1.8373080768202135,0.9517746940845266,0.056246652730274044
0.060000000000000005,3.7081093616141816,0.42531522509114156,0.008261171322906645,1.7916477936538615,1.8344930613589017,0.9514907680165168,0.05733453193101412
0.060000000000000005,3.811112399436798,0.42666674950517647,0.008782431663585116,1.7885811937825427,1.8314282495840721,0.9511931736201303,0.05849557239599632
0.060000000000000005,3.9141154372594142,0.42827844376379515,0.009297333161877938,1.7857435198633864,1.828240912793949,0.9508922798710249,0.05967979835904469
0.060000000000000005,4.017118475082031,0.43007542347529026,0.009787403088428565,1.783170338033669,1.8250628714415873,0.9505986473354601,0.06083718092956529
0.060000000000000005,4.120121512904646,0.4319795387608816,0.010237386022405467,1.7808929422724535,1.8220244480774899,0.9503225626832521,0.06191978346350454
0.060000000000000005,4.223124550727262,0.43391305753162773,0.010634721092758053,1.7789381036247054,1.819248874744229,0.9500736241779457,0.06288362555663755
0.060000000000000005,4.326127588549879,0.435802550848325,0.010969175193547913,1.777328000678752,1.8168473781587382,0.9498603927538529,0.06369024056177204
0.060000000000000005,4.429130626372495,0.4375827022548066,0.011232615740047129,1.7760802829017226,1.8149150683308573,0.9496901137857301,0.06430792627125186
0.060000000000000005,4.532133664195111,0.43919967286663847,0.011418885240533475,1.775208212383682,1.8135276747237283,0.9495685072503002,0.06471270190421652
0.060000000000000005,4.635136702017728,0.4406136395760009,0.011523740750046274,1.774720831018461,1.8127391173269676,0.9494996193905787,0.06488898971522519
0.060000000000000005,4.738139739840343,0.4412362601880742,0.011544829429637037,1.7746231075983965,1.8125798705702005,0.9494857273231508,0.06483003886686015
0.060000000000000005,4.841142777662959,0.4399339258408567,0.011481680958969717,1.7749160309631589,1.8130560733718823,0.9495272889095465,0.06453810458990565
0.060000000000000005,4.944145815485576,0.43841442520923746,0.011335706521627567,1.7755966296248276,1.81414935291754,0.9496229329900941,0.06402438863413594
0.060000000000000005,5.047148853308192,0.43670996287079317,0.011110202349700275,1.776657913891055,1.815817355121985,0.9497694889447268,0.06330873898067105
0.060000000000000005,5.150151891130808,0.43486762236547594,0.010810363911951282,1.7780887523587574,1.8179950023454592,0.9499620586319273,0.06241909909117115
0.060000000000000005,5.253154928953424,0.4329473587158376,0.010443325408441353,1.7798737097362216,1.8205965198262772,0.9501941371848666,0.061390690969939224
0.060000000000000005,5.35615796677604,0.4310190023229259,0.010018248576611728,1.7819928861054721,1.8235182780141808,0.9504577910670009,0.060264913457815
0.060000000000000005,5.4591610045986565,0.4291586224236046,0.009546494074180038,1.7844218075082625,1.826642481509678,0.9507439014621815,0.059087939159520785
0.060000000000000005,5.562164042421273,0.4274446382419775,0.00904191432896399,1.7871314224206583,1.8298416922612457,0.9510424779656712,0.05790900239539855
0.060000000000000005,5.665167080243889,0.42595400690818686,0.008521299146989266,1.790088256555359,1.832984104856543,0.9513430414967633,0.056778389319525384
0.060000000000000005,5.7681701180665055,0.42475871077509253,0.008004962782315422,1.793254768236998,1.8359394006360008,0.9516350667654434,0.055745172707104745
0.060000000000000005,5.871173155889121,0.42392266520588906,0.0075173420567394835,1.7965899281289492,1.8385849068620277,0.9519084645583248,0.0548547791887383
0.060000000000000005,5.974176193711737,0.42349909925323415,0.007087223147591856,1.8000500217429178,1.840811694961494,0.952154074273831,0.05414653260210064
0.060000000000000005,6.077179231534354,0.4235284282381879,0.006746824903935546,1.8035896441470411,1.8425301886746908,0.9523641296535025,0.05365137242726908
0.060000000000000005,6.18018226935697,0.4240366273122143,0.006528687144205563,1.8071628283197922,1.8436748380308854,0.9525326575961957,0.05338998125608989
0.07,0.0,0.4243822638834031,0.006547231815821733,1.8105544525217685,1.8440937544342881,0.9526518778129495,0.053414134843408075
0.07,0.10300303782261616,0.42606207589594247,0.006513385277071544,1.807478102855601,1.8440424888237552,0.9527445225111063,0.05363285731182334
0.07,0.20600607564523232,0.42819711110639985,0.006629173810299212,1.8044166038342149,1.843391487286118,0.9527905455414984,0.05407704269753481
0.07,0.3090091134678485,0.4307472719135076,0.006872678381558683,1.8014088548679288,1.8421886095144648,0.952792621251747,0.054721700817794955
0.07,0.41201215129046465,0.43365762788777185,0.0072141506613069535,1.798492854499623,1.8405053694128175,0.952755285063253,0.05553340145657734
0.07,0.5150151891130808,0.43685990519832363,0.007622026633020402,1.7957047643543302,1.838432397677627,0.9526845729619431,0.05647243676263827
0.07,0.618018226935697,0.4402744696903358,0.008066969184597756,1.7930781300004435,1.83607419350494,0.952587604381889,0.057495090985204854
0.07,0.7210212647583132,0.4438128028942167,0.008523643999944906,1.7906433010671368,1.8335435965750064,0.9524721468059177,0.05855583755428038
0.07,0.8240243025809293,0.44738047157766364,0.008970999410564704,1.7884270663193598,1.8309563645832625,0.9523461957111394,0.059609345758350356
0.07,0.9270273404035454,0.4508805735114972,0.009391868680486694,1.7864524943487754,1.8284261586203483,0.9522175953017367,0.06061223507695841
0.07,1.0300303782261615,0.45421759003404294,0.009772397659977146,1.7847389505831683,1.826060138680229,0.9520937158063787,0.061524556002773595
