model,eta_numeric,D_loc,ep_mean,ep_stderr,gap_min,joint_max,overlap_min,eta_axis2
BBH,-0.2666666666666666,0.03688766475317555,0.0002979870385518236,1.2551319824807662e-05,0.024369450727740105,0.01777933513969801,0.94556171684804,False
BBH,-0.19999999999999996,0.03226038448362201,0.0002145357247016989,1.135850925785354e-05,0.02622134788392383,0.01348153901319011,0.9539614827149717,False
BBH,-0.1333333333333333,0.026140210381697143,0.00013922380418113743,7.518887169771873e-06,0.02803253639924186,0.012045088733852755,0.9603183017483095,False
BBH,-0.06666666666666665,0.017838164174321783,6.564729696534538e-05,3.4014550365958766e-06,0.0293061984207601,0.011580200805288201,0.9640685742579566,False
BBH,0.0,0.013633387203193497,4.105805694361612e-05,1.6892447422749881e-06,0.029760739574347994,0.011426482132531328,0.9652907807746542,False
BBH,0.06666666666666643,0.017838365028141227,7.244557348565998e-05,3.875364769110765e-06,0.0293061984207601,0.01158020080528847,0.9640685742579574,False
BBH,0.1333333333333333,0.026141410350034568,0.00015396013620634858,8.378672786838402e-06,0.02803253639924186,0.012045088733853024,0.9603183017483051,False
BBH,0.20000000000000018,0.032259223166241316,0.00023427271813507115,1.2631559047333162e-05,0.026221347883924606,0.013481539013189929,0.9539614827149745,False
BBH,0.2666666666666666,0.03689201226748136,0.0003000870567021548,1.4054578117297225e-05,0.024369450727740327,0.017779335139697674,0.945561716848043,False
BBH,0.3333333333333335,0.051141926522526755,0.0005464366046808726,2.493255287731394e-05,0.023172203072570063,0.02207763975480308,0.9374065921455292,False
BBH,0.3999999999999999,0.06322092551848205,0.0008097536356887463,4.171737689555007e-05,0.022695358160179202,0.020225196050811474,0.933702010551246,False
BBH,0.4666666666666668,0.08683717654879938,0.0015571459572107553,7.027720503278858e-05,0.02317220307256984,0.022244559913895335,0.9306861279638168,False
BBH,0.5333333333333332,0.11321529775366188,0.0027222343633966414,0.00012280015434482672,0.02307739409482945,0.02230735272223566,0.9340443755177109,False
BBH,0.6000000000000001,0.1396270848607556,0.004220480309604749,0.00018883302103949747,0.02364060422348957,0.02170619753236862,0.9317279482956867,False
BBH,0.6666666666666665,0.13544212561560942,0.0040169638055738595,0.00018182518371696147,0.02317220307256973,0.020001064484433607,0.9266608194342228,False
BBH,0.7333333333333334,0.10382964135431773,0.0024177896340687234,0.0001167288631709935,0.022927995516954902,0.018378850473747304,0.9231127546410718,False
BBH,0.7999999999999998,0.14289432125698695,0.004443405415243892,0.00020709347312458128,0.023379664562417246,0.022294013551501898,0.9214787665343628,False
BBH,0.8666666666666667,0.1692412297773647,0.00618351047601014,0.000283002267551897,0.0241979391298488,0.019420937259885862,0.9218251166955626,False
BBH,0.9333333333333331,0.16167613166554648,0.005734909041324427,0.0002650383820021714,0.023058244981624343,0.01823811019143849,0.918018490008669,False
BBH,1.0,0.1535693259253127,0.005284495481275884,0.00025154941664606156,0.02301977727806892,0.018494021619720392,0.9276092470795163,False
BBH,1.0666666666666664,0.147465862329025,0.004939883642463528,0.0002484995413238274,0.022741357311014898,0.021782333382037212,0.9285064952896741,False
BBH,1.1333333333333333,0.14005285363329117,0.004480624786764243,0.0002366440851941441,0.022715943260232185,0.021814065036347592,0.9244094063876731,False
BBH,1.2000000000000002,0.13231435530954086,0.0039904465103212244,0.00021314690274769005,0.022968394245810653,0.020790996761999993,0.921554647288393,False
BBH,1.2666666666666666,0.12070609939925686,0.0033095878780200066,0.00017404754710671904,0.023519010204150148,0.021415967754176077,0.9200897089683577,False
BBH,1.3333333333333335,0.10404593792454801,0.0024541493858644767,0.0001272463607966977,0.024384167185525274,0.021884145503741525,0.920025704621769,False
BBH,1.4,0.09147830954108221,0.0018793582046160062,9.267397010730166e-05,0.02557700084205128,0.02218503402418779,0.9212313897197044,False
BBH,1.4666666666666668,0.09130373641102157,0.0018380079453361627,8.069902189143004e-05,0.027107850156193103,0.02230735272223544,0.9234481783396936,False
BBH,1.5333333333333332,0.09725113527418648,0.0020586718378867545,8.694793903354121e-05,0.023705247441358157,0.022244559913894995,0.9076249322427149,False
BBH,1.6,0.08898419317661199,0.001684999128791895,7.359435915749885e-05,0.024409783776356497,0.022000137402002684,0.9116926047336524,False
BBH,1.6666666666666665,0.09737224010672374,0.001965375144947759,8.355664213546279e-05,0.02317220307257073,0.021588961163002584,0.8938189604594403,False
BBH,1.7333333333333334,0.15370604421692466,0.004915677262269118,0.00021907106430258075,0.027168336437351392,0.02103502365124095,0.9202247685206301,False
BBH,1.7999999999999998,0.23991943520047246,0.011923829250654435,0.0005413141007948445,0.029760739574348216,0.020367618932217082,0.9257982838662902,False
